method,p,n,trial,sigma,theta,error,error_max,error_min
Debias_Lasso,100,100,7,2.0,-0.052381714827198424,0.02018217893168553,0.1899540638058828,5.8209148043975316e-06
Debias_ElasticNet,100,100,7,2.0,-0.052381714827198424,0.019980149107826025,0.18966254253544418,3.589854300521387e-06
Debias_Ridge,100,100,7,2.0,-0.052381714827198424,0.07424596082756538,0.5090804046630867,2.3289620993718686e-07
Imputed,100,100,8,2.0,-0.052381714827198424,0.02719264068332732,0.12734621975698535,5.498947244402368e-06
Classical,100,100,8,2.0,-0.052381714827198424,0.8521653250002637,6.7018782569448705,4.967099046466746e-05
PPI_lambda1,100,100,8,2.0,-0.052381714827198424,4.133254271795052,29.10872056971394,0.009406034772971245
PPI_tuned,100,100,8,2.0,-0.052381714827198424,0.8697325105895187,6.811999547092908,0.00014927205926760462
Debias_Lasso,100,100,8,2.0,-0.052381714827198424,0.027618902969488848,0.1299297169917238,1.4224031766733878e-05
Debias_ElasticNet,100,100,8,2.0,-0.052381714827198424,0.027468684850183146,0.1296277383806506,1.6423552829409006e-05
Debias_Ridge,100,100,8,2.0,-0.052381714827198424,0.07247420919104036,0.5554768918252836,5.8706554515144995e-06
Imputed,100,100,9,2.0,-0.052381714827198424,0.030075709972062915,0.13200760667538838,5.29913321935653e-07
Classical,100,100,9,2.0,-0.052381714827198424,2.065315993941986,17.017307384427134,0.00011752717861372296
PPI_lambda1,100,100,9,2.0,-0.052381714827198424,11.296307220169336,121.73894561247378,0.0007819626077750543
PPI_tuned,100,100,9,2.0,-0.052381714827198424,2.0676255837446122,16.672519709171496,0.0006582067689457937
Debias_Lasso,100,100,9,2.0,-0.052381714827198424,0.030148998755970255,0.13544329360198443,4.787645108222119e-07
Debias_ElasticNet,100,100,9,2.0,-0.052381714827198424,0.030148998755970255,0.13544329360198443,4.787645108222119e-07
Debias_Ridge,100,100,9,2.0,-0.052381714827198424,0.08117392591415942,0.471994286639671,2.8376986885349114e-05
Imputed,100,100,10,2.0,-0.052381714827198424,0.01968435549057987,0.17746598853214787,3.5244395470203234e-06
Classical,100,100,10,2.0,-0.052381714827198424,3.9113145319955773,19.71432894160643,0.0005316863650283765
PPI_lambda1,100,100,10,2.0,-0.052381714827198424,112.41783427570635,1179.2567771269787,0.010792670229015196
PPI_tuned,100,100,10,2.0,-0.052381714827198424,3.9221799540079996,19.719042858051605,0.0002811823436938744
Debias_Lasso,100,100,10,2.0,-0.052381714827198424,0.026502976345771815,0.4165624147044211,1.8827449550204003e-06
Debias_ElasticNet,100,100,10,2.0,-0.052381714827198424,0.02450767964747135,0.2957209154520514,1.2617299065295627e-06
Debias_Ridge,100,100,10,2.0,-0.052381714827198424,0.06813874530292585,0.5106887477273516,8.084043521471715e-05
Imputed,100,100,11,2.0,-0.052381714827198424,0.02540826312306486,0.10415583646990642,8.550476628286491e-07
Classical,100,100,11,2.0,-0.052381714827198424,3.491961085317994,32.26740485877359,0.0001876929896226066
PPI_lambda1,100,100,11,2.0,-0.052381714827198424,4.993822910530998,39.92361416174693,0.006038430997928355
PPI_tuned,100,100,11,2.0,-0.052381714827198424,3.210055552980573,29.641939111889343,0.0006667250769855454
Debias_Lasso,100,100,11,2.0,-0.052381714827198424,0.025427346204150093,0.10496895549777956,5.605641432640624e-07
Debias_ElasticNet,100,100,11,2.0,-0.052381714827198424,0.025427346204150093,0.10496895549777956,5.605641432640624e-07
Debias_Ridge,100,100,11,2.0,-0.052381714827198424,0.06924656873907699,0.35950351919747037,2.8069244934896075e-06
Imputed,100,100,12,2.0,-0.052381714827198424,0.02010577486880423,0.16459244429624606,2.5083601793421356e-05
Classical,100,100,12,2.0,-0.052381714827198424,1.3510818165916918,15.472421972261063,7.380213430377006e-07
PPI_lambda1,100,100,12,2.0,-0.052381714827198424,13.226518187848662,169.46790040317043,0.004389169924435321
PPI_tuned,100,100,12,2.0,-0.052381714827198424,1.3890334723351432,16.108995221040995,0.00018799874445125247
Debias_Lasso,100,100,12,2.0,-0.052381714827198424,0.02026471279755092,0.16409160304048095,1.932428146344419e-06
Debias_ElasticNet,100,100,12,2.0,-0.052381714827198424,0.02026471279755092,0.16409160304048095,1.932428146344419e-06
Debias_Ridge,100,100,12,2.0,-0.052381714827198424,0.06546325592827015,0.48421569186991636,7.748110587469272e-06
Imputed,100,100,13,2.0,-0.052381714827198424,0.02123421995726244,0.11760706380956128,3.029824963419276e-06
Classical,100,100,13,2.0,-0.052381714827198424,2.3866907987072907,16.520896282813816,0.0021602140725484114
PPI_lambda1,100,100,13,2.0,-0.052381714827198424,15.104125108476872,136.9589668741245,0.0024268247205059797
PPI_tuned,100,100,13,2.0,-0.052381714827198424,2.4397687840356035,16.83542071949571,0.001348950652408937
Debias_Lasso,100,100,13,2.0,-0.052381714827198424,0.021707245516826776,0.12616298620666486,1.2442114455638613e-05
Debias_ElasticNet,100,100,13,2.0,-0.052381714827198424,0.021651505453676237,0.12622265683767392,1.1948188032184527e-05
Debias_Ridge,100,100,13,2.0,-0.052381714827198424,0.06630734380751571,0.3806291499518257,3.3808910324805736e-05
Imputed,100,100,14,2.0,-0.052381714827198424,0.02275579950684471,0.1515991807658755,2.835125322185732e-07
Classical,100,100,14,2.0,-0.052381714827198424,3.6709212557870545,35.63562910406537,0.001936051573188337
PPI_lambda1,100,100,14,2.0,-0.052381714827198424,5.458867149171692,38.155932908454766,0.0002214260751323205
PPI_tuned,100,100,14,2.0,-0.052381714827198424,3.2606939948009934,32.311090271389,4.4671100436144017e-08
Debias_Lasso,100,100,14,2.0,-0.052381714827198424,0.022171223609868927,0.14165482446511984,1.0200766710828201e-07
Debias_ElasticNet,100,100,14,2.0,-0.052381714827198424,0.0224102609509836,0.14173357848574356,3.036273302737819e-07
Debias_Ridge,100,100,14,2.0,-0.052381714827198424,0.0806385328587054,0.7267912473019987,7.822577338535313e-07
Imputed,100,100,15,2.0,-0.052381714827198424,0.021221447663706882,0.21743814542114556,7.969870376668798e-07
Classical,100,100,15,2.0,-0.052381714827198424,1651.9004997113389,8277.550549354932,0.025433373506780623
PPI_lambda1,100,100,15,2.0,-0.052381714827198424,41999.988281215105,208183.40215060645,0.06432605712005511
PPI_tuned,100,100,15,2.0,-0.052381714827198424,1651.9423904923685,8277.759051778228,0.02543833003409998
Debias_Lasso,100,100,15,2.0,-0.052381714827198424,0.024451194996041384,0.29696849332755726,5.294944415833455e-06
Debias_ElasticNet,100,100,15,2.0,-0.052381714827198424,0.02400700903717791,0.29707457665247616,5.297858664024862e-06
Debias_Ridge,100,100,15,2.0,-0.052381714827198424,0.06274312226170851,0.3851771649105811,2.750796638013346e-07
Imputed,100,100,16,2.0,-0.052381714827198424,0.022934621041473462,0.11605839519240009,3.082327507032391e-05
Classical,100,100,16,2.0,-0.052381714827198424,401.55583530477577,4357.947352084406,0.023124061158489563
PPI_lambda1,100,100,16,2.0,-0.052381714827198424,29.12233506462488,261.0921242942897,0.0017418176657755607
PPI_tuned,100,100,16,2.0,-0.052381714827198424,396.5563103982975,4304.497643338624,0.022098895722566344
Debias_Lasso,100,100,16,2.0,-0.052381714827198424,0.025288196157725283,0.13124430376492133,1.5015011874500912e-05
Debias_ElasticNet,100,100,16,2.0,-0.052381714827198424,0.025288196157725283,0.1312443037649214,1.5015011874500912e-05
Debias_Ridge,100,100,16,2.0,-0.052381714827198424,0.0804602630206455,0.6668015379491062,4.67911052064193e-06
Imputed,100,100,17,2.0,-0.052381714827198424,0.020653198066404914,0.17195175910018126,2.5906589343018566e-06
Classical,100,100,17,2.0,-0.052381714827198424,0.3377838218684633,3.464567235855748,6.509899685773399e-06
PPI_lambda1,100,100,17,2.0,-0.052381714827198424,4.165626882057207,37.70326409584957,0.0012124717677698435
PPI_tuned,100,100,17,2.0,-0.052381714827198424,0.3449288826909068,3.5687842893386628,5.2966802462793725e-05
Debias_Lasso,100,100,17,2.0,-0.052381714827198424,0.021004999097369623,0.16659546771262598,1.1259603597072369e-08
Debias_ElasticNet,100,100,17,2.0,-0.052381714827198424,0.021004999097369623,0.16659546771262598,1.1259603597072369e-08
Debias_Ridge,100,100,17,2.0,-0.052381714827198424,0.076244765680947,0.6759675198908874,1.4974296709527593e-06
Imputed,100,100,18,2.0,-0.052381714827198424,0.02174642650879182,0.12043792924201316,4.883947010867152e-06
Classical,100,100,18,2.0,-0.052381714827198424,0.7639264289693085,5.699243621492182,3.4898129144294065e-05
PPI_lambda1,100,100,18,2.0,-0.052381714827198424,56.96011968689518,393.30461460332833,1.948078289950418e-05
PPI_tuned,100,100,18,2.0,-0.052381714827198424,0.7404790797503285,5.516200330052948,5.895145661460618e-06
Debias_Lasso,100,100,18,2.0,-0.052381714827198424,0.02210672737922513,0.1307898765398704,7.581983814383499e-06
Debias_ElasticNet,100,100,18,2.0,-0.052381714827198424,0.02210672737922513,0.1307898765398704,7.581983814383499e-06
Debias_Ridge,100,100,18,2.0,-0.052381714827198424,0.07759939265322674,0.5402134588601086,1.651395708252488e-08
Imputed,100,100,19,2.0,-0.052381714827198424,0.024848446698373394,0.1871449462261169,1.7230638164587034e-06
Classical,100,100,19,2.0,-0.052381714827198424,0.14968606593115344,1.5408782170145074,3.529925459002444e-05
PPI_lambda1,100,100,19,2.0,-0.052381714827198424,113.31324175989019,667.6169671382952,0.00017346983443944087
PPI_tuned,100,100,19,2.0,-0.052381714827198424,0.14686617211187486,1.4940534139203958,9.444971497758728e-06
Debias_Lasso,100,100,19,2.0,-0.052381714827198424,0.024784875221650703,0.18489857762622652,1.7433323858196836e-05
Debias_ElasticNet,100,100,19,2.0,-0.052381714827198424,0.02469971908770306,0.1852898571231677,1.3508926582565995e-05
Debias_Ridge,100,100,19,2.0,-0.052381714827198424,0.0609811211712861,0.4551621116743492,4.546406553919238e-05
Imputed,100,100,20,2.0,-0.052381714827198424,0.024666014472916574,0.15729181947593102,3.866643241617307e-06
Classical,100,100,20,2.0,-0.052381714827198424,0.8807039854303674,11.509683672428825,4.0037818166308015e-05
PPI_lambda1,100,100,20,2.0,-0.052381714827198424,44.264060750201864,619.6223422822113,0.04358354859722774
PPI_tuned,100,100,20,2.0,-0.052381714827198424,0.9035405087276428,11.84276651874515,4.605622622616158e-05
Debias_Lasso,100,100,20,2.0,-0.052381714827198424,0.0271999624020691,0.3366337099672081,1.0212886788731873e-07
Debias_ElasticNet,100,100,20,2.0,-0.052381714827198424,0.026448717179899543,0.2678897787022534,2.5436023925117404e-07
Debias_Ridge,100,100,20,2.0,-0.052381714827198424,0.06864424158867338,0.9048095945584658,0.00012351295299425233
Imputed,100,100,21,2.0,-0.052381714827198424,0.022398323369706617,0.16894728673172582,2.905319865992049e-06
Classical,100,100,21,2.0,-0.052381714827198424,2.0060563312967954,13.222486103546697,0.0013015112434664024
PPI_lambda1,100,100,21,2.0,-0.052381714827198424,4.3455775789656546,45.99023062943764,0.0019367780197717451
PPI_tuned,100,100,21,2.0,-0.052381714827198424,1.8097880776432655,11.686541726977485,0.00010972093944162393
Debias_Lasso,100,100,21,2.0,-0.052381714827198424,0.024827003964856598,0.18183184845182893,1.973082476951402e-08
Debias_ElasticNet,100,100,21,2.0,-0.052381714827198424,0.02466247823823344,0.18174494789398007,6.532250013675004e-08
Debias_Ridge,100,100,21,2.0,-0.052381714827198424,0.06654888025574039,0.5124293764100828,1.9389888064739683e-05
Imputed,100,100,22,2.0,-0.052381714827198424,0.0178650392629245,0.10577327518155717,2.79617727545554e-06
Classical,100,100,22,2.0,-0.052381714827198424,697.122710815209,6821.094958653253,0.02339370093673452
PPI_lambda1,100,100,22,2.0,-0.052381714827198424,10955.101391851478,104443.72181288362,0.04053308003062723
PPI_tuned,100,100,22,2.0,-0.052381714827198424,697.1539221022218,6821.396617231031,0.023393813270701717
Debias_Lasso,100,100,22,2.0,-0.052381714827198424,0.018533530159616677,0.09932359165117416,1.3112446302710662e-05
Debias_ElasticNet,100,100,22,2.0,-0.052381714827198424,0.018533530159616673,0.09932359165117423,1.3112446302710662e-05
Debias_Ridge,100,100,22,2.0,-0.052381714827198424,0.0518704200170738,0.3649475857697311,6.217630615081059e-07
Imputed,100,100,23,2.0,-0.052381714827198424,0.023702586471561368,0.20718952432338528,1.3110715707643926e-06
Classical,100,100,23,2.0,-0.052381714827198424,94.76625610414919,903.4496112158797,0.0635347644721563
PPI_lambda1,100,100,23,2.0,-0.052381714827198424,255.12533237640662,2473.16962999917,0.015904072115819075
PPI_tuned,100,100,23,2.0,-0.052381714827198424,94.82325999062137,904.0132992783103,0.06279511617242543
Debias_Lasso,100,100,23,2.0,-0.052381714827198424,0.02369573613725888,0.2072013227778735,2.1966054508946154e-06
Debias_ElasticNet,100,100,23,2.0,-0.052381714827198424,0.02369573613725888,0.2072013227778735,2.1966054508946154e-06
Debias_Ridge,100,100,23,2.0,-0.052381714827198424,0.07845642459593298,0.58599528033964,1.5174126820748968e-05
Imputed,100,100,24,2.0,-0.052381714827198424,0.025149779493555024,0.40707913456714706,3.4454997594000473e-06
Classical,100,100,24,2.0,-0.052381714827198424,0.3531538311637188,2.3312698755085726,0.0017946826217317255
PPI_lambda1,100,100,24,2.0,-0.052381714827198424,7.405823043512567,52.33472958463265,0.0012940378569486503
PPI_tuned,100,100,24,2.0,-0.052381714827198424,0.3790516792755326,2.452237362925611,0.00011976499927126061
Debias_Lasso,100,100,24,2.0,-0.052381714827198424,0.0251888375099658,0.4118257282534091,9.669596409069402e-06
Debias_ElasticNet,100,100,24,2.0,-0.052381714827198424,0.0251888375099658,0.4118257282534091,9.669596409069402e-06
Debias_Ridge,100,100,24,2.0,-0.052381714827198424,0.07214488178938357,0.7440399608029216,4.39963844979355e-06
Imputed,100,100,25,2.0,-0.052381714827198424,0.025742490536723343,0.12712072487950613,1.816278898974141e-05
Classical,100,100,25,2.0,-0.052381714827198424,14.256058365281328,134.41466496296187,0.0009152353875101567
PPI_lambda1,100,100,25,2.0,-0.052381714827198424,215.0578750494156,2183.408372224021,0.007981312994647612
PPI_tuned,100,100,25,2.0,-0.052381714827198424,14.183101307769496,133.68925561044264,0.0009435772387357728
Debias_Lasso,100,100,25,2.0,-0.052381714827198424,0.025856190265391703,0.13271314377094814,2.3150675682749013e-06
Debias_ElasticNet,100,100,25,2.0,-0.052381714827198424,0.025856190265391703,0.13271314377094814,2.3150675682749013e-06
Debias_Ridge,100,100,25,2.0,-0.052381714827198424,0.08829529979140967,0.4849859043673049,6.67324727238896e-05
Imputed,100,100,26,2.0,-0.052381714827198424,0.02614227879492534,0.17209211235041297,4.3563637463328067e-08
Classical,100,100,26,2.0,-0.052381714827198424,2.763560442444353,25.545643856457048,1.9095577333697453e-05
PPI_lambda1,100,100,26,2.0,-0.052381714827198424,8.09939916963828,72.87847545924812,0.004526057580150126
PPI_tuned,100,100,26,2.0,-0.052381714827198424,2.7360855981869316,25.342876049639642,0.002725505062510645
Debias_Lasso,100,100,26,2.0,-0.052381714827198424,0.026390864539306405,0.1635431289512143,3.143261622569455e-06
Debias_ElasticNet,100,100,26,2.0,-0.052381714827198424,0.026390864539306405,0.1635431289512143,3.1432616225690612e-06
Debias_Ridge,100,100,26,2.0,-0.052381714827198424,0.07433295040725033,0.6917131988152903,2.6330256616476712e-05
Imputed,100,100,27,2.0,-0.052381714827198424,0.020779075459351058,0.12725211339392276,5.264923592348873e-06
Classical,100,100,27,2.0,-0.052381714827198424,148.97819911078645,1197.5232309466746,0.001330162017425873
PPI_lambda1,100,100,27,2.0,-0.052381714827198424,86.17360003494258,612.3790695098576,0.0016245591198369412
PPI_tuned,100,100,27,2.0,-0.052381714827198424,148.3549268565064,1192.6036581423418,0.001296168329327019
Debias_Lasso,100,100,27,2.0,-0.052381714827198424,0.022276139147323012,0.16180077303922466,2.4884688374962925e-05
Debias_ElasticNet,100,100,27,2.0,-0.052381714827198424,0.022276139147323012,0.16180077303922466,2.4884688374962925e-05
Debias_Ridge,100,100,27,2.0,-0.052381714827198424,0.06820611668816533,0.46802183102399425,1.0318860611927881e-05
Imputed,100,100,28,2.0,-0.052381714827198424,0.01805869282759284,0.11300923560980365,1.5207880307933113e-06
Classical,100,100,28,2.0,-0.052381714827198424,204.05828478818984,1687.5801104452678,0.0014013338496989742
PPI_lambda1,100,100,28,2.0,-0.052381714827198424,88.19886235612623,760.4829892444161,0.0007770703451428866
PPI_tuned,100,100,28,2.0,-0.052381714827198424,203.31959955365596,1681.3999781386406,0.0013444843135091032
Debias_Lasso,100,100,28,2.0,-0.052381714827198424,0.01844496603508759,0.11923989848219274,1.0386335137046848e-07
Debias_ElasticNet,100,100,28,2.0,-0.052381714827198424,0.01844496603508759,0.11923989848219274,1.0386335137046848e-07
Debias_Ridge,100,100,28,2.0,-0.052381714827198424,0.06661745674781913,0.5780399136834319,6.135365330695616e-07
Imputed,100,100,29,2.0,-0.052381714827198424,0.02118259992082832,0.13538501019621177,7.569458522356085e-08
Classical,100,100,29,2.0,-0.052381714827198424,2.3117982194663536,17.30541860916372,0.003230782345621075
PPI_lambda1,100,100,29,2.0,-0.052381714827198424,12.298501105008272,89.65347050608919,0.004304214880136436
PPI_tuned,100,100,29,2.0,-0.052381714827198424,2.200098835094228,16.348033121285233,0.0012310466586831564
Debias_Lasso,100,100,29,2.0,-0.052381714827198424,0.021505875409318524,0.1356919454798135,3.744728220738748e-09
Debias_ElasticNet,100,100,29,2.0,-0.052381714827198424,0.021505875409318524,0.1356919454798135,3.744728220738748e-09
Debias_Ridge,100,100,29,2.0,-0.052381714827198424,0.06747585829373837,0.4128281162269567,4.570597351684849e-07
Imputed,200,50,0,2.0,-2.2693420192712034e-05,0.03820475981736692,0.31914723736740674,5.158919144484883e-07
Classical,200,50,0,2.0,-2.2693420192712034e-05,0.26803595818035114,1.5904545606727285,0.00025476962417744943
PPI_lambda1,200,50,0,2.0,-2.2693420192712034e-05,0.04508328657679341,0.26898513096506005,1.0657757835311723e-05
PPI_tuned,200,50,0,2.0,-2.2693420192712034e-05,0.04508328657679341,0.26898513096506005,1.0657757835311723e-05
Debias_Lasso,200,50,0,2.0,-2.2693420192712034e-05,0.0381442032966695,0.3170017159190053,2.8017583860786682e-06
Debias_ElasticNet,200,50,0,2.0,-2.2693420192712034e-05,0.0381442032966695,0.3170017159190053,2.8017583860786682e-06
Debias_Ridge,200,50,0,2.0,-2.2693420192712034e-05,0.04413525551480018,0.27109642084376195,4.714962033102146e-06
Imputed,200,50,1,2.0,-2.2693420192712034e-05,0.03071405983782582,0.27271574892600403,5.778743091759182e-07
Classical,200,50,1,2.0,-2.2693420192712034e-05,0.23532377612995659,1.4541619207156118,1.3156363470826166e-06
