method,p,n,N,trial,sigma,beta,theta,error,error_max,error_min
Debias_Lasso,2000,500,1500,6,5,0,0.005961079,0.167286421,1.79586693,4.35E-07
Debias_ElasticNet,2000,500,1500,6,5,0,0.005961079,0.16728044,1.799916156,1.74E-08
Debias_Ridge,2000,500,1500,6,5,0,0.005961079,0.169433446,1.818267564,9.68E-09
Imputed,2000,500,1500,7,5,0,0.005961079,0.169539908,2.116148718,6.51E-08
Classical,2000,500,1500,7,5,0,0.005961079,0.250569799,1.983259814,8.74E-09
PPI_lambda1,2000,500,1500,7,5,0,0.005961079,0.172979065,2.227390704,3.75E-08
PPI_tuned,2000,500,1500,7,5,0,0.005961079,0.250569799,1.983259814,8.74E-09
Debias_Lasso,2000,500,1500,7,5,0,0.005961079,0.169487475,2.104663904,1.44E-08
Debias_ElasticNet,2000,500,1500,7,5,0,0.005961079,0.169487475,2.104663904,1.44E-08
Debias_Ridge,2000,500,1500,7,5,0,0.005961079,0.171433545,2.134884458,2.59E-08
Imputed,2000,500,1500,8,5,0,0.005961079,0.172157555,1.741003758,1.40E-08
Classical,2000,500,1500,8,5,0,0.005961079,0.241709419,1.871674922,5.56E-08
PPI_lambda1,2000,500,1500,8,5,0,0.005961079,0.177021788,1.863856939,5.40E-08
PPI_tuned,2000,500,1500,8,5,0,0.005961079,0.241709419,1.871674922,5.56E-08
Debias_Lasso,2000,500,1500,8,5,0,0.005961079,0.172102533,1.738102199,3.13E-08
Debias_ElasticNet,2000,500,1500,8,5,0,0.005961079,0.172102533,1.738102199,3.13E-08
Debias_Ridge,2000,500,1500,8,5,0,0.005961079,0.173941768,1.765856475,2.93E-07
Imputed,2000,500,1500,9,5,0,0.005961079,0.171954122,2.093628006,1.39E-06
Classical,2000,500,1500,9,5,0,0.005961079,0.251696089,1.889594069,7.34E-10
PPI_lambda1,2000,500,1500,9,5,0,0.005961079,0.174869869,2.191569981,2.73E-09
PPI_tuned,2000,500,1500,9,5,0,0.005961079,0.174869869,2.191569981,2.73E-09
Debias_Lasso,2000,500,1500,9,5,0,0.005961079,0.17187197,2.079700088,6.02E-10
Debias_ElasticNet,2000,500,1500,9,5,0,0.005961079,0.17187197,2.079700088,6.02E-10
Debias_Ridge,2000,500,1500,9,5,0,0.005961079,0.174045369,2.210359171,4.04E-09
Imputed,3000,50,1500,0,5,0,-0.006718257,0.173665154,2.284198608,9.57E-08
Classical,3000,50,1500,0,5,0,-0.006718257,0.323257242,1.371278197,4.52E-08
PPI_lambda1,3000,50,1500,0,5,0,-0.006718257,0.173721508,2.260925311,4.97E-11
PPI_tuned,3000,50,1500,0,5,0,-0.006718257,0.173721508,2.260925311,4.97E-11
Debias_Lasso,3000,50,1500,0,5,0,-0.006718257,0.173759171,2.29388913,6.40E-08
Debias_ElasticNet,3000,50,1500,0,5,0,-0.006718257,0.173759171,2.29388913,6.40E-08
Debias_Ridge,3000,50,1500,0,5,0,-0.006718257,0.173877832,2.276831374,1.95E-08
Imputed,3000,50,1500,1,5,0,-0.006718257,0.172698487,2.284712457,1.08E-07
Classical,3000,50,1500,1,5,0,-0.006718257,0.325466599,1.415601594,5.13E-08
PPI_lambda1,3000,50,1500,1,5,0,-0.006718257,0.172986696,2.320147908,2.28E-07
PPI_tuned,3000,50,1500,1,5,0,-0.006718257,0.172986696,2.320147908,2.28E-07
Debias_Lasso,3000,50,1500,1,5,0,-0.006718257,0.173189188,2.322529376,5.41E-11
Debias_ElasticNet,3000,50,1500,1,5,0,-0.006718257,0.173151633,2.278960545,9.17E-09
Debias_Ridge,3000,50,1500,1,5,0,-0.006718257,0.172815397,2.298225817,3.38E-09
Imputed,3000,50,1500,2,5,0,-0.006718257,0.172066358,2.628286261,2.25E-08
Classical,3000,50,1500,2,5,0,-0.006718257,0.323741804,1.301139653,2.78E-07
PPI_lambda1,3000,50,1500,2,5,0,-0.006718257,0.172067212,2.632746887,1.37E-07
PPI_tuned,3000,50,1500,2,5,0,-0.006718257,0.323741804,1.301139653,2.78E-07
Debias_Lasso,3000,50,1500,2,5,0,-0.006718257,0.172246776,2.647858414,6.04E-07
Debias_ElasticNet,3000,50,1500,2,5,0,-0.006718257,0.172246776,2.647858414,6.04E-07
Debias_Ridge,3000,50,1500,2,5,0,-0.006718257,0.172370783,2.656790264,1.27E-07
Imputed,3000,50,1500,3,5,0,-0.006718257,0.172390962,2.336611474,1.60E-08
Classical,3000,50,1500,3,5,0,-0.006718257,0.324494141,1.355540492,3.20E-10
PPI_lambda1,3000,50,1500,3,5,0,-0.006718257,0.172635934,2.331616011,1.08E-07
PPI_tuned,3000,50,1500,3,5,0,-0.006718257,0.172635934,2.331616011,1.08E-07
Debias_Lasso,3000,50,1500,3,5,0,-0.006718257,0.172618061,2.316878828,1.76E-08
Debias_ElasticNet,3000,50,1500,3,5,0,-0.006718257,0.172618061,2.316878828,1.76E-08
Debias_Ridge,3000,50,1500,3,5,0,-0.006718257,0.172646118,2.29870227,8.45E-11
Imputed,3000,50,1500,4,5,0,-0.006718257,0.172995723,2.192519144,9.47E-10
Classical,3000,50,1500,4,5,0,-0.006718257,0.324375302,1.350389798,1.79E-08
PPI_lambda1,3000,50,1500,4,5,0,-0.006718257,0.172993097,2.223409643,7.50E-09
PPI_tuned,3000,50,1500,4,5,0,-0.006718257,0.324375302,1.350389798,1.79E-08
Debias_Lasso,3000,50,1500,4,5,0,-0.006718257,0.173200126,2.223462702,3.00E-08
Debias_ElasticNet,3000,50,1500,4,5,0,-0.006718257,0.17319941,2.224018372,1.67E-07
Debias_Ridge,3000,50,1500,4,5,0,-0.006718257,0.173223913,2.255048202,7.62E-08
Imputed,3000,50,1500,5,5,0,-0.006718257,0.173006606,2.311042847,1.32E-06
Classical,3000,50,1500,5,5,0,-0.006718257,0.323812414,1.311775134,8.98E-08
PPI_lambda1,3000,50,1500,5,5,0,-0.006718257,0.172887961,2.2944989,2.57E-10
PPI_tuned,3000,50,1500,5,5,0,-0.006718257,0.323812414,1.311775134,8.98E-08
Debias_Lasso,3000,50,1500,5,5,0,-0.006718257,0.173277197,2.334438902,8.66E-09
Debias_ElasticNet,3000,50,1500,5,5,0,-0.006718257,0.173314725,2.333671683,2.27E-09
Debias_Ridge,3000,50,1500,5,5,0,-0.006718257,0.173304884,2.315301379,7.58E-08
Imputed,3000,50,1500,6,5,0,-0.006718257,0.17159369,2.263195222,1.58E-08
Classical,3000,50,1500,6,5,0,-0.006718257,0.325121763,1.367095573,1.30E-06
PPI_lambda1,3000,50,1500,6,5,0,-0.006718257,0.171744161,2.300506724,2.94E-07
PPI_tuned,3000,50,1500,6,5,0,-0.006718257,0.171744161,2.300506724,2.94E-07
Debias_Lasso,3000,50,1500,6,5,0,-0.006718257,0.171568359,2.257582308,9.93E-09
Debias_ElasticNet,3000,50,1500,6,5,0,-0.006718257,0.171568359,2.257582308,9.93E-09
Debias_Ridge,3000,50,1500,6,5,0,-0.006718257,0.171733405,2.313509772,4.44E-08
Imputed,3000,50,1500,7,5,0,-0.006718257,0.173057826,2.3218265,1.62E-08
Classical,3000,50,1500,7,5,0,-0.006718257,0.323554769,1.324525422,5.17E-07
PPI_lambda1,3000,50,1500,7,5,0,-0.006718257,0.173453775,2.273422616,1.13E-07
PPI_tuned,3000,50,1500,7,5,0,-0.006718257,0.323554769,1.324525422,5.17E-07
Debias_Lasso,3000,50,1500,7,5,0,-0.006718257,0.173448031,2.33848019,2.96E-09
Debias_ElasticNet,3000,50,1500,7,5,0,-0.006718257,0.173448031,2.33848019,2.96E-09
Debias_Ridge,3000,50,1500,7,5,0,-0.006718257,0.173402288,2.313649748,7.25E-08
Imputed,3000,50,1500,8,5,0,-0.006718257,0.171460417,2.234924411,1.61E-09
Classical,3000,50,1500,8,5,0,-0.006718257,0.325537288,1.354407154,3.48E-08
PPI_lambda1,3000,50,1500,8,5,0,-0.006718257,0.171553131,2.211418907,4.64E-08
PPI_tuned,3000,50,1500,8,5,0,-0.006718257,0.171553131,2.211418907,4.64E-08
Debias_Lasso,3000,50,1500,8,5,0,-0.006718257,0.171711287,2.260495184,3.05E-09
Debias_ElasticNet,3000,50,1500,8,5,0,-0.006718257,0.171711287,2.260495184,3.05E-09
Debias_Ridge,3000,50,1500,8,5,0,-0.006718257,0.171809671,2.263449416,7.24E-09
Imputed,3000,50,1500,9,5,0,-0.006718257,0.172546614,2.221758615,5.19E-08
Classical,3000,50,1500,9,5,0,-0.006718257,0.324860794,1.283469719,3.88E-08
PPI_lambda1,3000,50,1500,9,5,0,-0.006718257,0.172943472,2.240102125,3.79E-09
PPI_tuned,3000,50,1500,9,5,0,-0.006718257,0.324860794,1.283469719,3.88E-08
Debias_Lasso,3000,50,1500,9,5,0,-0.006718257,0.172801057,2.191010649,6.81E-12
Debias_ElasticNet,3000,50,1500,9,5,0,-0.006718257,0.172548968,2.200163211,1.35E-07
Debias_Ridge,3000,50,1500,9,5,0,-0.006718257,0.172567456,2.204941859,6.03E-08
Imputed,3000,100,1500,0,5,0,-0.006718257,0.180197307,2.259135498,3.44E-08
Classical,3000,100,1500,0,5,0,-0.006718257,0.319139307,1.466170548,1.59E-07
PPI_lambda1,3000,100,1500,0,5,0,-0.006718257,0.180777558,2.245407098,3.32E-07
PPI_tuned,3000,100,1500,0,5,0,-0.006718257,0.180777558,2.245407098,3.32E-07
Debias_Lasso,3000,100,1500,0,5,0,-0.006718257,0.181227016,2.275644119,2.82E-09
Debias_ElasticNet,3000,100,1500,0,5,0,-0.006718257,0.180740936,2.246921754,1.16E-07
Debias_Ridge,3000,100,1500,0,5,0,-0.006718257,0.180409402,2.275200839,1.68E-06
Imputed,3000,100,1500,1,5,0,-0.006718257,0.177785704,2.258157888,1.54E-09
Classical,3000,100,1500,1,5,0,-0.006718257,0.318929218,1.465458497,1.25E-07
PPI_lambda1,3000,100,1500,1,5,0,-0.006718257,0.177860368,2.274648803,3.34E-08
PPI_tuned,3000,100,1500,1,5,0,-0.006718257,0.177860368,2.274648803,3.34E-08
Debias_Lasso,3000,100,1500,1,5,0,-0.006718257,0.178344775,2.293347099,1.68E-12
Debias_ElasticNet,3000,100,1500,1,5,0,-0.006718257,0.178036905,2.268862471,1.50E-08
Debias_Ridge,3000,100,1500,1,5,0,-0.006718257,0.178091783,2.288142032,2.32E-10
Imputed,3000,100,1500,2,5,0,-0.006718257,0.180360225,1.96192739,1.06E-07
Classical,3000,100,1500,2,5,0,-0.006718257,0.316205901,1.535874856,2.66E-07
PPI_lambda1,3000,100,1500,2,5,0,-0.006718257,0.18042807,1.923922783,5.68E-08
PPI_tuned,3000,100,1500,2,5,0,-0.006718257,0.18042807,1.923922783,5.68E-08
Debias_Lasso,3000,100,1500,2,5,0,-0.006718257,0.180397559,1.995462631,1.20E-08
Debias_ElasticNet,3000,100,1500,2,5,0,-0.006718257,0.180397559,1.995462631,1.20E-08
Debias_Ridge,3000,100,1500,2,5,0,-0.006718257,0.180478654,1.974995676,9.80E-11
Imputed,3000,100,1500,3,5,0,-0.006718257,0.176405763,2.159488916,6.48E-07
Classical,3000,100,1500,3,5,0,-0.006718257,0.319232615,1.641990108,2.83E-08
PPI_lambda1,3000,100,1500,3,5,0,-0.006718257,0.176718472,2.264100842,6.02E-09
PPI_tuned,3000,100,1500,3,5,0,-0.006718257,0.176718472,2.264100842,6.02E-09
Debias_Lasso,3000,100,1500,3,5,0,-0.006718257,0.176403013,2.191188105,3.72E-08
Debias_ElasticNet,3000,100,1500,3,5,0,-0.006718257,0.176403013,2.191188105,3.72E-08
Debias_Ridge,3000,100,1500,3,5,0,-0.006718257,0.176521881,2.205542534,4.09E-08
Imputed,3000,100,1500,4,5,0,-0.006718257,0.176932158,2.340231797,3.22E-08
Classical,3000,100,1500,4,5,0,-0.006718257,0.318079252,1.664988685,1.69E-08
PPI_lambda1,3000,100,1500,4,5,0,-0.006718257,0.177154631,2.38297026,3.34E-09
PPI_tuned,3000,100,1500,4,5,0,-0.006718257,0.177154631,2.38297026,3.34E-09
Debias_Lasso,3000,100,1500,4,5,0,-0.006718257,0.17694802,2.334681139,4.34E-08
Debias_ElasticNet,3000,100,1500,4,5,0,-0.006718257,0.176934684,2.336829053,6.77E-08
Debias_Ridge,3000,100,1500,4,5,0,-0.006718257,0.177036072,2.38606363,1.78E-07
Imputed,3000,100,1500,5,5,0,-0.006718257,0.178498512,2.603146106,2.22E-08
Classical,3000,100,1500,5,5,0,-0.006718257,0.31901641,1.61654655,1.10E-07
PPI_lambda1,3000,100,1500,5,5,0,-0.006718257,0.178276992,2.486541584,5.33E-09
PPI_tuned,3000,100,1500,5,5,0,-0.006718257,0.178276992,2.486541584,5.33E-09
Debias_Lasso,3000,100,1500,5,5,0,-0.006718257,0.178516102,2.603005242,2.70E-07
Debias_ElasticNet,3000,100,1500,5,5,0,-0.006718257,0.178516102,2.603005242,2.70E-07
Debias_Ridge,3000,100,1500,5,5,0,-0.006718257,0.178677209,2.534850175,1.76E-09
Imputed,3000,100,1500,6,5,0,-0.006718257,0.179714606,2.372059594,1.45E-08
Classical,3000,100,1500,6,5,0,-0.006718257,0.319468825,1.475824937,1.56E-07
PPI_lambda1,3000,100,1500,6,5,0,-0.006718257,0.180017798,2.354718388,6.24E-08
PPI_tuned,3000,100,1500,6,5,0,-0.006718257,0.180017798,2.354718388,6.24E-08
Debias_Lasso,3000,100,1500,6,5,0,-0.006718257,0.180861534,2.318727949,2.44E-09
Debias_ElasticNet,3000,100,1500,6,5,0,-0.006718257,0.180065032,2.371891596,1.48E-08
Debias_Ridge,3000,100,1500,6,5,0,-0.006718257,0.179883671,2.369241653,2.21E-08
Imputed,3000,100,1500,7,5,0,-0.006718257,0.176816291,2.757660873,7.87E-08
Classical,3000,100,1500,7,5,0,-0.006718257,0.319554638,1.460791005,9.51E-09
PPI_lambda1,3000,100,1500,7,5,0,-0.006718257,0.176971725,2.876503859,2.31E-08
PPI_tuned,3000,100,1500,7,5,0,-0.006718257,0.176971725,2.876503859,2.31E-08
Debias_Lasso,3000,100,1500,7,5,0,-0.006718257,0.176832917,2.757470586,8.05E-08
Debias_ElasticNet,3000,100,1500,7,5,0,-0.006718257,0.1768284,2.755217497,2.77E-07
Debias_Ridge,3000,100,1500,7,5,0,-0.006718257,0.176980143,2.777003084,3.81E-09
Imputed,3000,100,1500,8,5,0,-0.006718257,0.175879379,2.472788155,1.88E-07
Classical,3000,100,1500,8,5,0,-0.006718257,0.321597717,1.351512065,6.89E-08
PPI_lambda1,3000,100,1500,8,5,0,-0.006718257,0.176098073,2.573749326,2.28E-09
PPI_tuned,3000,100,1500,8,5,0,-0.006718257,0.321597717,1.351512065,6.89E-08
Debias_Lasso,3000,100,1500,8,5,0,-0.006718257,0.175871989,2.470417131,1.41E-08
Debias_ElasticNet,3000,100,1500,8,5,0,-0.006718257,0.175871989,2.470417131,1.41E-08
Debias_Ridge,3000,100,1500,8,5,0,-0.006718257,0.175890532,2.517620171,3.56E-08
Imputed,3000,100,1500,9,5,0,-0.006718257,0.177452812,2.700647968,5.82E-09
Classical,3000,100,1500,9,5,0,-0.006718257,0.319596325,1.290100978,3.37E-08
PPI_lambda1,3000,100,1500,9,5,0,-0.006718257,0.1778519,2.66901303,4.60E-11
PPI_tuned,3000,100,1500,9,5,0,-0.006718257,0.319596325,1.290100978,3.37E-08
Debias_Lasso,3000,100,1500,9,5,0,-0.006718257,0.17807271,2.627903076,2.38E-07
Debias_ElasticNet,3000,100,1500,9,5,0,-0.006718257,0.177688293,2.632876024,4.14E-08
Debias_Ridge,3000,100,1500,9,5,0,-0.006718257,0.177485117,2.650945158,1.88E-08
Imputed,3000,500,1500,0,5,0,-0.006718257,0.218867643,2.0574071,9.67E-08
Classical,3000,500,1500,0,5,0,-0.006718257,0.273699865,1.830571807,9.75E-08
PPI_lambda1,3000,500,1500,0,5,0,-0.006718257,0.220938484,1.970273187,1.58E-08
PPI_tuned,3000,500,1500,0,5,0,-0.006718257,0.273699865,1.830571807,9.75E-08
Debias_Lasso,3000,500,1500,0,5,0,-0.006718257,0.218880445,2.057806775,2.54E-07
Debias_ElasticNet,3000,500,1500,0,5,0,-0.006718257,0.218880445,2.057806775,2.54E-07
Debias_Ridge,3000,500,1500,0,5,0,-0.006718257,0.219404147,2.091259912,2.76E-07
Imputed,3000,500,1500,1,5,0,-0.006718257,0.220920575,2.146263226,2.99E-07
Classical,3000,500,1500,1,5,0,-0.006718257,0.268773052,2.076916203,4.51E-08
PPI_lambda1,3000,500,1500,1,5,0,-0.006718257,0.222439065,2.30057651,2.84E-08
PPI_tuned,3000,500,1500,1,5,0,-0.006718257,0.268773052,2.076916203,4.51E-08
Debias_Lasso,3000,500,1500,1,5,0,-0.006718257,0.220918857,2.145479698,4.64E-07
Debias_ElasticNet,3000,500,1500,1,5,0,-0.006718257,0.220903636,2.148160721,3.65E-08
Debias_Ridge,3000,500,1500,1,5,0,-0.006718257,0.221169375,2.143104975,5.71E-07
Imputed,3000,500,1500,2,5,0,-0.006718257,0.218315416,2.188254431,9.42E-08
Classical,3000,500,1500,2,5,0,-0.006718257,0.273697138,1.873169468,2.97E-07
PPI_lambda1,3000,500,1500,2,5,0,-0.006718257,0.218755586,2.353092432,3.11E-09
PPI_tuned,3000,500,1500,2,5,0,-0.006718257,0.273697138,1.873169468,2.97E-07
Debias_Lasso,3000,500,1500,2,5,0,-0.006718257,0.21834903,2.177419285,7.74E-08
Debias_ElasticNet,3000,500,1500,2,5,0,-0.006718257,0.218347661,2.176719779,1.38E-07
Debias_Ridge,3000,500,1500,2,5,0,-0.006718257,0.218873711,2.121254076,3.14E-09
Imputed,3000,500,1500,3,5,0,-0.006718257,0.219323742,2.38495876,4.08E-08
Classical,3000,500,1500,3,5,0,-0.006718257,0.27220054,1.88561215,1.96E-08
PPI_lambda1,3000,500,1500,3,5,0,-0.006718257,0.220608735,2.476889096,1.12E-09
PPI_tuned,3000,500,1500,3,5,0,-0.006718257,0.220608735,2.476889096,1.12E-09
Debias_Lasso,3000,500,1500,3,5,0,-0.006718257,0.219328954,2.383404875,1.69E-08
Debias_ElasticNet,3000,500,1500,3,5,0,-0.006718257,0.219328954,2.383404875,1.69E-08
Debias_Ridge,3000,500,1500,3,5,0,-0.006718257,0.219855984,2.34492821,3.86E-09
Imputed,3000,500,1500,4,5,0,-0.006718257,0.223107129,2.289732422,6.65E-08
Classical,3000,500,1500,4,5,0,-0.006718257,0.270478416,2.368179399,5.72E-08
PPI_lambda1,3000,500,1500,4,5,0,-0.006718257,0.223851052,2.384734845,6.07E-08
PPI_tuned,3000,500,1500,4,5,0,-0.006718257,0.270478416,2.368179399,5.72E-08
Debias_Lasso,3000,500,1500,4,5,0,-0.006718257,0.223140431,2.2743293,9.28E-09
Debias_ElasticNet,3000,500,1500,4,5,0,-0.006718257,0.223140431,2.2743293,9.28E-09
Debias_Ridge,3000,500,1500,4,5,0,-0.006718257,0.223635715,2.358266146,7.19E-08
Imputed,3000,500,1500,5,5,0,-0.006718257,0.222174718,2.988632282,1.57E-09
Classical,3000,500,1500,5,5,0,-0.006718257,0.269978225,1.702246909,2.42E-08
PPI_lambda1,3000,500,1500,5,5,0,-0.006718257,0.223152263,3.142774851,4.72E-08
PPI_tuned,3000,500,1500,5,5,0,-0.006718257,0.223152263,3.142774851,4.72E-08
Debias_Lasso,3000,500,1500,5,5,0,-0.006718257,0.222162763,2.986863098,1.35E-09
Debias_ElasticNet,3000,500,1500,5,5,0,-0.006718257,0.222162669,2.98690447,3.91E-09
Debias_Ridge,3000,500,1500,5,5,0,-0.006718257,0.222710568,3.023289925,3.48E-07
Imputed,3000,500,1500,6,5,0,-0.006718257,0.217510259,2.470623663,1.68E-10
Classical,3000,500,1500,6,5,0,-0.006718257,0.270990204,2.241082216,1.14E-07
PPI_lambda1,3000,500,1500,6,5,0,-0.006718257,0.219083578,2.606935652,2.42E-11
PPI_tuned,3000,500,1500,6,5,0,-0.006718257,0.270990204,2.241082216,1.14E-07
Debias_Lasso,3000,500,1500,6,5,0,-0.006718257,0.217510313,2.47099391,1.06E-09
Debias_ElasticNet,3000,500,1500,6,5,0,-0.006718257,0.217510313,2.47099391,1.06E-09
Debias_Ridge,3000,500,1500,6,5,0,-0.006718257,0.21801679,2.498737957,1.63E-09
Imputed,3000,500,1500,7,5,0,-0.006718257,0.218837171,2.881220714,1.06E-08
Classical,3000,500,1500,7,5,0,-0.006718257,0.27629458,1.906360326,4.48E-08
PPI_lambda1,3000,500,1500,7,5,0,-0.006718257,0.219750153,2.700653191,6.90E-09
PPI_tuned,3000,500,1500,7,5,0,-0.006718257,0.272406666,1.883937686,2.96E-07
Debias_Lasso,3000,500,1500,7,5,0,-0.006718257,0.218861303,2.847922764,7.36E-07
Debias_ElasticNet,3000,500,1500,7,5,0,-0.006718257,0.218860372,2.853554166,1.95E-08
Debias_Ridge,3000,500,1500,7,5,0,-0.006718257,0.219208318,2.830344243,4.55E-08
Imputed,3000,500,1500,8,5,0,-0.006718257,0.21780304,2.257665596,9.58E-09
Classical,3000,500,1500,8,5,0,-0.006718257,0.270257598,1.767075117,5.26E-07
PPI_lambda1,3000,500,1500,8,5,0,-0.006718257,0.218768285,2.309459974,4.63E-08
PPI_tuned,3000,500,1500,8,5,0,-0.006718257,0.209876818,1.74937209,3.03E-07
Debias_Lasso,3000,500,1500,8,5,0,-0.006718257,0.217866541,2.269498073,1.16E-08
Debias_ElasticNet,3000,500,1500,8,5,0,-0.006718257,0.217860266,2.26480305,8.08E-08
Debias_Ridge,3000,500,1500,8,5,0,-0.006718257,0.218286882,2.219660771,3.14E-09
Imputed,3000,500,1500,9,5,0,-0.006718257,0.224874844,2.974230322,1.07E-08
Classical,3000,500,1500,9,5,0,-0.006718257,0.268234968,2.106874026,3.08E-08
PPI_lambda1,3000,500,1500,9,5,0,-0.006718257,0.225593049,2.963103766,4.15E-08
PPI_tuned,3000,500,1500,9,5,0,-0.006718257,0.268234968,2.106874026,3.08E-08
Debias_Lasso,3000,500,1500,9,5,0,-0.006718257,0.224884261,2.981842255,1.75E-07
Debias_ElasticNet,3000,500,1500,9,5,0,-0.006718257,0.224884261,2.981842255,1.75E-07
Debias_Ridge,3000,500,1500,9,5,0,-0.006718257,0.225390593,3.061054343,1.94E-07
Imputed,2,50,1500,0,5,0.5,-0.306116172,0.132319701,0.264442367,0.000197035
Classical,2,50,1500,0,5,0.5,-0.306116172,0.016188045,0.031535684,0.000840407
PPI_lambda1,2,50,1500,0,5,0.5,-0.306116172,2.309326933,3.987977978,0.630675887
PPI_tuned,2,50,1500,0,5,0.5,-0.306116172,0.065571486,0.131043973,9.90E-05
Debias_Lasso,2,50,1500,0,5,0.5,-0.306116172,0.146982853,0.293939007,2.67E-05
Debias_ElasticNet,2,50,1500,0,5,0.5,-0.306116172,0.316144866,0.632259235,3.05E-05
Debias_Ridge,2,50,1500,0,5,0.5,-0.306116172,1.922967953,3.352624926,0.49331098
Imputed,2,50,1500,1,5,0.5,-0.306116172,0.104369755,0.208712987,2.65E-05
Classical,2,50,1500,1,5,0.5,-0.306116172,0.023920596,0.026590433,0.021250758
PPI_lambda1,2,50,1500,1,5,0.5,-0.306116172,0.008226704,0.014136298,0.002317111
PPI_tuned,2,50,1500,1,5,0.5,-0.306116172,0.02365065,0.026408725,0.020892575
Debias_Lasso,2,50,1500,1,5,0.5,-0.306116172,0.110396631,0.220496416,0.000296846
Debias_ElasticNet,2,50,1500,1,5,0.5,-0.306116172,0.110396631,0.220496416,0.000296846
Debias_Ridge,2,50,1500,1,5,0.5,-0.306116172,0.024502388,0.027445516,0.021559261
Imputed,2,50,1500,2,5,0.5,-0.306116172,0.111282198,0.222424693,0.000139704
Classical,2,50,1500,2,5,0.5,-0.306116172,0.010959253,0.011531934,0.010386571
PPI_lambda1,2,50,1500,2,5,0.5,-0.306116172,0.042607841,0.067544524,0.017671158
PPI_tuned,2,50,1500,2,5,0.5,-0.306116172,0.010431686,0.011096062,0.009767311
Debias_Lasso,2,50,1500,2,5,0.5,-0.306116172,0.109672732,0.219117003,0.000228461
Debias_ElasticNet,2,50,1500,2,5,0.5,-0.306116172,0.109672732,0.219117003,0.000228461
Debias_Ridge,2,50,1500,2,5,0.5,-0.306116172,0.043905399,0.044009945,0.043800854
Imputed,2,50,1500,3,5,0.5,-0.306116172,0.101227889,0.202392389,6.34E-05
Classical,2,50,1500,3,5,0.5,-0.306116172,0.042789241,0.085517131,6.14E-05
PPI_lambda1,2,50,1500,3,5,0.5,-0.306116172,0.083229767,0.161747558,0.004711976
PPI_tuned,2,50,1500,3,5,0.5,-0.306116172,0.037608939,0.075044595,0.000173282
Debias_Lasso,2,50,1500,3,5,0.5,-0.306116172,0.122448518,0.24203036,0.002866676
Debias_ElasticNet,2,50,1500,3,5,0.5,-0.306116172,0.121463408,0.241965937,0.00096088
Debias_Ridge,2,50,1500,3,5,0.5,-0.306116172,0.141639336,0.185366068,0.097912605
Imputed,2,50,1500,4,5,0.5,-0.306116172,0.090614366,0.179513477,0.001715255
Classical,2,50,1500,4,5,0.5,-0.306116172,0.0026849,0.00514226,0.00022754
PPI_lambda1,2,50,1500,4,5,0.5,-0.306116172,0.968682451,1.401380495,0.535984407
PPI_tuned,2,50,1500,4,5,0.5,-0.306116172,0.130810992,0.19669784,0.064924143
Debias_Lasso,2,50,1500,4,5,0.5,-0.306116172,0.762270272,1.115213339,0.409327205
Debias_ElasticNet,2,50,1500,4,5,0.5,-0.306116172,0.609829044,0.838653506,0.381004581
Debias_Ridge,2,50,1500,4,5,0.5,-0.306116172,0.616907143,0.802639295,0.431174991
Imputed,2,50,1500,5,5,0.5,-0.306116172,0.098198758,0.196392352,5.16E-06
Classical,2,50,1500,5,5,0.5,-0.306116172,0.124080725,0.248107815,5.36E-05
PPI_lambda1,2,50,1500,5,5,0.5,-0.306116172,0.031748113,0.04519372,0.018302505
PPI_tuned,2,50,1500,5,5,0.5,-0.306116172,0.0800749,0.159519999,0.000629801
Debias_Lasso,2,50,1500,5,5,0.5,-0.306116172,0.10656387,0.212897024,0.000230717
Debias_ElasticNet,2,50,1500,5,5,0.5,-0.306116172,0.10656387,0.212897024,0.000230717
Debias_Ridge,2,50,1500,5,5,0.5,-0.306116172,0.007392877,0.014413553,0.000372201
Imputed,2,50,1500,6,5,0.5,-0.306116172,0.108289989,0.216237126,0.000342851
Classical,2,50,1500,6,5,0.5,-0.306116172,0.012266985,0.022203632,0.002330338
PPI_lambda1,2,50,1500,6,5,0.5,-0.306116172,0.033737191,0.037033429,0.030440953
PPI_tuned,2,50,1500,6,5,0.5,-0.306116172,0.00815651,0.011966177,0.004346844
Debias_Lasso,2,50,1500,6,5,0.5,-0.306116172,0.107165752,0.214062777,0.000268727
Debias_ElasticNet,2,50,1500,6,5,0.5,-0.306116172,0.107165752,0.214062777,0.000268727
Debias_Ridge,2,50,1500,6,5,0.5,-0.306116172,0.038665596,0.05380842,0.023522772
Imputed,2,50,1500,7,5,0.5,-0.306116172,0.085999667,0.171841471,0.000157862
Classical,2,50,1500,7,5,0.5,-0.306116172,0.062994864,0.08244089,0.043548839
PPI_lambda1,2,50,1500,7,5,0.5,-0.306116172,1.104988865,2.049962095,0.160015636
PPI_tuned,2,50,1500,7,5,0.5,-0.306116172,0.055834863,0.096139056,0.01553067
